,x,y,z,global,local
31,0.225933,-0.814284,-0.611159,44,31
32,0.079454,-0.443707,-0.919235,44,32
33,0.077249,-0.441528,-0.921374,44,33
34,0.469073,-0.530973,-0.760373,44,34
35,0.520253,-0.509332,-0.763845,44,35
36,0.155278,-0.782441,-0.651745,44,36
37,0.135793,-0.798417,-0.644734,44,37
38,-0.07454,-0.622518,-0.82519,44,38
39,-0.080601,-0.627404,-0.823071,44,39
40,-0.03825,-0.666866,-0.783762,44,40
41,-0.028059,-0.67932,-0.772128,44,41
42,0.306185,-0.440632,-0.866388,44,42
43,0.331571,-0.428934,-0.868819,44,43
44,-0.007293,-0.714261,-0.741389,44,44
45,-0.005819,-0.716517,-0.739373,44,45
46,0.08865,-0.774251,-0.673961,44,46
47,0.075417,-0.772625,-0.678373,44,47
48,0.127802,-0.610086,-0.785151,44,48
49,0.098325,-0.623251,-0.782636,44,49
50,0.058818,-0.624265,-0.791493,44,50
51,0.042905,-0.627536,-0.792955,44,51
52,0.387838,-0.504952,-0.799249,44,52
53,0.38419,-0.492926,-0.808978,44,53
54,0.218647,-0.37739,-0.934165,44,54
55,0.223499,-0.375634,-0.934277,44,55
0,0.726572,-0.299617,0.622352,0,0
1,0.703701,-0.372819,0.622526,0,1
2,0.753256,-0.164143,0.640829,0,2
3,0.769281,0.030528,0.694199,0,3
4,0.798797,-0.130067,0.598818,0,4
5,0.866118,-0.079692,0.536714,0,5
6,0.779174,-0.077601,0.641972,0,6
7,0.74583,0.011555,0.715302,0,7
8,0.679934,-0.32568,0.668672,0,8
9,0.653436,-0.340489,0.694989,0,9
10,0.766573,-0.018739,0.679073,0,10
11,0.75513,0.034717,0.712767,0,11
12,0.830331,-0.166746,0.547241,0,12
13,0.92342,-0.27502,0.394986,0,13
14,0.870282,-0.185838,0.49211,0,14
15,0.923847,-0.211435,0.418194,0,15
16,0.911924,-0.200071,0.436762,0,16
17,0.963832,-0.217814,0.367767,0,17
18,0.641733,-0.302186,0.723341,0,18
19,0.538078,-0.238433,0.871684,0,19
20,0.726806,-0.06962,0.707877,0,20
21,0.712801,-0.087541,0.718022,0,21
22,0.731216,-0.363715,0.592859,0,22
23,0.739617,-0.479702,0.539491,0,23
24,0.708955,-0.209843,0.677014,0,24
25,0.706508,-0.208434,0.68048,0,25
26,0.596969,-0.339814,0.763094,0,26
27,0.576565,-0.356966,0.781214,0,27
28,0.66091,-0.393737,0.666142,0,28
29,0.659746,-0.397901,0.665987,0,29
30,0.620551,-0.251395,0.767744,0,30
31,0.591666,-0.182137,0.828292,0,31
32,0.679358,-0.4474,0.623953,0,32
33,0.695675,-0.494863,0.586639,0,33
34,0.719152,-0.466911,0.568855,0,34
35,0.728948,-0.471714,0.555292,0,35
36,0.763596,-0.470809,0.513996,0,36
37,0.77291,-0.471626,0.502499,0,37
38,0.695091,-0.533272,0.573011,0,38
39,0.693239,-0.538381,0.57333,0,39
40,0.773463,-0.284694,0.571573,0,40
41,0.780253,-0.282533,0.56422,0,41
42,0.627122,-0.183211,0.785286,0,42
43,0.630234,-0.150919,0.793594,0,43
44,0.807935,-0.316114,0.518427,0,44
45,0.845792,-0.35062,0.460063,0,45
46,0.836106,-0.075156,0.574471,0,46
47,0.870143,-0.025062,0.55226,0,47
48,0.889691,-0.117873,0.494144,0,48
49,0.895664,-0.096957,0.49477,0,49
50,0.9578,-0.196151,0.383097,0,50
51,0.974984,-0.194683,0.362996,0,51
52,0.851424,-0.27401,0.481877,0,52
53,0.855931,-0.269647,0.478089,0,53
54,0.791367,-0.406458,0.504631,0,54
55,0.792442,-0.403969,0.504269,0,55
0,0.372608,0.125824,-0.922134,23,0
1,0.409364,0.198191,-0.903789,23,1
2,0.333206,-0.005477,-0.945486,23,2
3,0.325417,-0.072024,-0.952887,23,3
4,0.350617,-0.073991,-0.943848,23,4
5,0.373974,-0.165899,-0.94165,23,5
6,0.286102,-0.089339,-0.968387,23,6
7,0.132504,-0.125878,-1.026811,23,7
8,0.331966,0.182652,-0.933031,23,8
9,0.257686,0.286513,-0.952948,23,9
10,0.434017,0.15128,-0.898032,23,10
11,0.579061,0.211406,-0.841105,23,11
12,0.273949,-0.158392,-0.977549,23,12
13,0.272393,-0.167234,-0.978722,23,13
14,0.479872,0.099074,-0.88492,23,14
15,0.556745,0.011554,-0.862939,23,15
16,0.521207,0.153289,-0.866153,23,16
17,0.565075,0.210827,-0.846236,23,17
18,0.394145,-0.128383,-0.931733,23,18
19,0.427044,-0.169492,-0.922576,23,19
20,0.265842,0.191412,-0.956503,23,20
21,0.189799,0.201487,-0.983495,23,21
22,0.44722,-0.172165,-0.915415,23,22
23,0.475187,-0.195235,-0.906816,23,23
24,0.236696,0.128737,-0.971413,23,24
25,0.213444,0.078734,-0.983308,23,25
26,0.429946,0.221794,-0.894677,23,26
27,0.427944,0.25647,-0.893027,23,27
28,0.427743,-0.068351,-0.915383,23,28
29,0.442283,-0.042371,-0.908308,23,29
30,0.224979,0.248064,-0.967492,23,30
31,0.200123,0.282524,-0.974177,23,31
32,0.513606,-0.177196,-0.891592,23,32
33,0.547251,-0.179746,-0.879519,23,33
34,0.551542,-0.120214,-0.873873,23,34
35,0.559086,-0.108882,-0.870349,23,35
36,0.561968,-0.050802,-0.865315,23,36
37,0.567555,-0.013603,-0.860729,23,37
38,0.20162,0.069688,-0.988233,23,38
39,0.178412,0.030618,-0.999362,23,39
40,0.523857,0.223712,-0.860357,23,40
41,0.524861,0.250388,-0.858162,23,41
42,0.160914,0.23088,-0.991994,23,42
43,0.127142,0.221821,-1.00491,23,43
44,0.450998,0.288183,-0.882458,23,44
45,0.454788,0.300134,-0.880259,23,45
46,0.42455,0.061352,-0.907648,23,46
47,0.421053,0.058967,-0.909085,23,47
48,0.20489,-0.000853,-0.991882,23,48
49,0.206153,-0.028086,-0.993291,23,49
50,0.482277,0.024956,-0.889129,23,50
51,0.486842,0.022078,-0.887665,23,51
52,0.553732,0.019404,-0.863497,23,52
53,0.553294,0.023137,-0.863401,23,53
54,0.148108,-0.036104,-1.014972,23,54
55,0.099111,-0.066522,-1.034895,23,55
56,0.19026,-0.091694,-1.00344,23,56
57,0.200802,-0.105597,-1.000556,23,57
0,-0.662503,-0.185869,0.72907,27,0
1,-0.676586,-0.324458,0.694853,27,1
2,-0.654213,-0.047907,0.758096,27,2
3,-0.651618,0.086318,0.78153,27,3
4,-0.704761,-0.222856,0.686103,27,4
5,-0.802611,-0.3085,0.586612,27,5
6,-0.670764,-0.281311,0.706769,27,6
7,-0.647095,-0.322007,0.721157,27,7
8,-0.674107,0.019602,0.751252,27,8
9,-0.688602,0.068791,0.746264,27,9
10,-0.617409,-0.291286,0.752088,27,10
11,-0.539735,-0.305807,0.818062,27,11
12,-0.609364,-0.186194,0.775719,27,12
13,-0.587428,-0.186329,0.794976,27,13
14,-0.727478,0.024672,0.705145,27,14
15,-0.785247,0.030161,0.655241,27,15
16,-0.566956,-0.149481,0.818774,27,16
17,-0.491015,-0.083738,0.895875,27,17
18,-0.748322,-0.176574,0.655113,27,18
19,-0.760671,-0.163453,0.646328,27,19
20,-0.546737,-0.087566,0.846301,27,20
21,-0.523276,-0.015724,0.878241,27,21
22,-0.523622,-0.027725,0.876045,27,22
23,-0.522641,-0.025184,0.877308,27,23
24,-0.741051,0.094061,0.704152,27,24
25,-0.749751,0.138542,0.703516,27,25
26,-0.762562,-0.10733,0.65351,27,26
27,-0.766408,-0.08863,0.653078,27,27
28,-0.522692,-0.194529,0.850576,27,28
29,-0.507571,-0.209918,0.86144,27,29
30,-0.792856,0.084136,0.65706,27,30
31,-0.833819,0.076289,0.619823,27,31
32,-0.796992,-0.198731,0.608849,27,32
33,-0.83547,-0.216249,0.572272,27,33
34,-0.648225,0.077199,0.783074,27,34
35,-0.634235,0.108334,0.800276,27,35
36,-0.482758,0.011712,0.918174,27,36
37,-0.480892,0.013514,0.920098,27,37
38,-0.714436,-0.044823,0.705656,27,38
39,-0.714372,-0.045165,0.705658,27,39
40,-0.790889,-0.268947,0.603147,27,40
41,-0.785749,-0.328078,0.598345,27,41
42,-0.531945,0.045543,0.880277,27,42
43,-0.53598,0.048319,0.877169,27,43
44,-0.512703,-0.264495,0.848329,27,44
45,-0.501347,-0.344039,0.845774,27,45
46,-0.80352,-0.056981,0.62545,27,46
47,-0.827383,-0.027645,0.6091,27,47
48,-0.769908,-0.336013,0.611017,27,48
49,-0.769058,-0.338729,0.611335,27,49
50,-0.8417,-0.240607,0.562958,27,50
51,-0.844714,-0.238925,0.560574,27,51
52,-0.820472,-0.132825,0.598599,27,52
53,-0.821422,-0.130156,0.598184,27,53
54,-0.583806,-0.35011,0.77235,27,54
55,-0.579867,-0.357005,0.774724,27,55
56,-0.493795,-0.10381,0.890269,27,56
57,-0.472121,-0.11046,0.908269,27,57
0,-0.599976,0.72498,-0.345591,9,0
1,-0.652955,0.73355,-0.256855,9,1
2,-0.517972,0.767922,-0.383406,9,2
3,-0.394106,0.899633,-0.322149,9,3
4,-0.655458,0.702847,-0.307751,9,4
5,-0.720726,0.67681,-0.263236,9,5
6,-0.475758,0.768993,-0.440124,9,6
7,-0.430535,0.770139,-0.500884,9,7
8,-0.438537,0.817912,-0.405174,9,8
9,-0.380933,0.893624,-0.351083,9,9
10,-0.396444,0.818837,-0.461983,9,10
11,-0.380404,0.819189,-0.48363,9,11
12,-0.701504,0.654087,-0.330163,9,12
13,-0.766552,0.585205,-0.361825,9,13
14,-0.434519,0.854989,-0.345097,9,14
15,-0.427848,0.916537,-0.245367,9,15
16,-0.46297,0.742669,-0.504494,9,16
17,-0.437683,0.690619,-0.631778,9,17
18,-0.726232,0.670885,-0.266082,9,18
19,-0.743633,0.682706,-0.220989,9,19
20,-0.680015,0.634532,-0.394629,9,20
21,-0.655751,0.612451,-0.467421,9,21
22,-0.428682,0.734908,-0.565847,9,22
23,-0.385436,0.725118,-0.643228,9,23
24,-0.474789,0.686159,-0.588155,9,24
25,-0.548693,0.608022,-0.623911,9,25
26,-0.567859,0.773112,-0.304949,9,26
27,-0.557837,0.788131,-0.292267,9,27
28,-0.692932,0.592945,-0.450339,9,28
29,-0.708243,0.54365,-0.516373,9,29
30,-0.448392,0.880515,-0.280631,9,30
31,-0.456024,0.894556,-0.24517,9,31
32,-0.373947,0.755326,-0.605687,9,32
33,-0.359562,0.760692,-0.616157,9,33
34,-0.73788,0.698031,-0.201837,9,34
35,-0.742834,0.709576,-0.174515,9,35
36,-0.401659,0.929148,-0.259397,9,36
37,-0.401416,0.929401,-0.259287,9,37
38,-0.635675,0.620145,-0.481672,9,38
39,-0.607778,0.633397,-0.496938,9,39
40,-0.524672,0.638425,-0.603424,9,40
41,-0.567209,0.59772,-0.616445,9,41
42,-0.749206,0.568782,-0.414992,9,42
43,-0.756507,0.565647,-0.410407,9,43
44,-0.561294,0.811564,-0.245972,9,44
45,-0.557252,0.835235,-0.209666,9,45
46,-0.663522,0.573028,-0.526444,9,46
47,-0.668993,0.563771,-0.53524,9,47
0,0.95359,0.125764,0.282578,30,0
1,0.998362,0.022202,0.211014,30,1
2,0.979479,0.099546,0.222226,30,2
3,0.992347,0.086515,0.192229,30,3
4,0.918556,0.139204,0.376666,30,4
5,0.891582,0.04079,0.510394,30,5
6,0.999162,0.115385,0.156183,30,6
7,1.005341,0.120356,0.135452,30,7
8,0.907051,0.098234,0.433138,30,8
9,0.89456,0.053756,0.494446,30,9
10,0.885334,0.159087,0.461865,30,10
11,0.862798,0.222238,0.491677,30,11
12,0.989224,0.184648,0.145991,30,12
13,0.96067,0.383662,0.116708,30,13
14,0.978456,0.254088,0.13811,30,14
15,0.967009,0.327906,0.129732,30,15
16,0.867191,0.225745,0.476952,30,16
17,0.850363,0.28757,0.490945,30,17
18,0.903929,0.216389,0.375616,30,18
19,0.899104,0.223046,0.385869,30,19
20,0.853139,0.191346,0.537112,30,20
21,0.848995,0.181201,0.554853,30,21
22,0.953657,0.064077,0.317143,30,22
23,0.953685,0.03852,0.331463,30,23
24,0.845497,0.28665,0.505586,30,24
25,0.844294,0.290027,0.507173,30,25
26,0.952671,0.278025,0.199446,30,26
27,0.950972,0.279602,0.203486,30,27
28,0.978796,0.017077,0.270678,30,28
29,0.991673,-0.006998,0.246878,30,29
30,0.97106,0.322327,0.12112,30,30
31,0.962608,0.400307,0.101705,30,31
32,0.929948,0.276253,0.266383,30,32
33,0.92263,0.275682,0.28794,30,33
34,0.890406,0.285794,0.375748,30,34
35,0.879972,0.339349,0.37585,30,35
36,0.888754,0.07716,0.498108,30,36
37,0.886366,0.07441,0.506587,30,37
38,1.01554,0.047202,0.147079,30,38
39,1.016149,0.044668,0.14674,30,39
40,0.915518,0.029478,0.447312,30,40
41,0.915886,0.026491,0.447928,30,41
42,0.831629,0.355978,0.506761,30,42
43,0.818998,0.419126,0.507831,30,43
44,0.886957,0.351134,0.348937,30,44
45,0.884909,0.389948,0.333011,30,45
46,0.868863,0.417843,0.363855,30,46
47,0.867193,0.423998,0.365231,30,47
48,0.891687,0.419057,0.29694,30,48
49,0.906369,0.419839,0.253895,30,49
50,1.002754,-0.036634,0.231421,30,50
51,1.021438,-0.078519,0.200807,30,51
52,0.835938,0.411383,0.463037,30,52
53,0.836759,0.421946,0.454701,30,53
54,0.925067,-0.039675,0.458569,30,54
55,0.926818,-0.052356,0.460634,30,55
56,0.979586,0.369945,0.069547,30,56
57,0.982057,0.383745,0.054601,30,57
58,0.902353,-0.041493,0.525508,30,58
59,0.893331,-0.042216,0.552094,30,59
0,0.293159,-0.634376,0.718766,36,0
1,0.276297,-0.678505,0.692036,36,1
2,0.354178,-0.523345,0.778247,36,2
3,0.425482,-0.425583,0.823268,36,3
4,0.253187,-0.687544,0.694779,36,4
5,0.169146,-0.799333,0.644347,36,5
6,0.213273,-0.650464,0.739856,36,6
7,0.190885,-0.629666,0.765139,36,7
8,0.411823,-0.540458,0.741042,36,8
9,0.486147,-0.562522,0.693071,36,9
10,0.346165,-0.658112,0.67843,36,10
11,0.400274,-0.682342,0.637255,36,11
12,0.277783,-0.537774,0.799147,36,12
13,0.275916,-0.535818,0.801425,36,13
14,0.215108,-0.530356,0.831035,36,14
15,0.123318,-0.519492,0.877734,36,15
16,0.148014,-0.54272,0.849625,36,16
17,0.089594,-0.553486,0.865813,36,17
18,0.369997,-0.465587,0.815847,36,18
19,0.391189,-0.38821,0.866218,36,19
20,0.40564,-0.41082,0.842867,36,20
21,0.453846,-0.336751,0.879411,36,21
22,0.411828,-0.656448,0.652246,36,22
23,0.46094,-0.655203,0.632662,36,23
24,0.465071,-0.424902,0.807235,36,24
25,0.524569,-0.439001,0.771562,36,25
26,0.081858,-0.546653,0.874279,36,26
27,0.055705,-0.548208,0.884025,36,27
28,0.476426,-0.628199,0.646859,36,28
29,0.566826,-0.588666,0.63932,36,29
30,0.247392,-0.744652,0.653486,36,30
31,0.244363,-0.7745,0.631904,36,31
32,0.477711,-0.516502,0.731828,36,32
33,0.480143,-0.515617,0.731488,36,33
34,0.443153,-0.699781,0.605975,36,34
35,0.454437,-0.715391,0.589307,36,35
36,0.508034,-0.56047,0.685489,36,36
37,0.509391,-0.562437,0.683416,36,37
38,0.449325,-0.35938,0.863978,36,38
39,0.491151,-0.310129,0.884191,36,39
40,0.366971,-0.372735,0.888192,36,40
41,0.352923,-0.358899,0.904658,36,41
42,0.189178,-0.784334,0.647451,36,42
43,0.174087,-0.794621,0.645887,36,43
44,0.300282,-0.392453,0.900985,36,44
45,0.274481,-0.400082,0.905934,36,45
46,0.15306,-0.637828,0.774708,36,46
47,0.14887,-0.636949,0.777133,36,47
48,0.134115,-0.763352,0.686539,36,48
49,0.109454,-0.753955,0.704045,36,49
50,0.24372,-0.806038,0.608029,36,50
51,0.245958,-0.806929,0.606411,36,51
52,0.306194,-0.759841,0.617269,36,52
53,0.318954,-0.763138,0.60941,36,53
0,-0.512435,-0.184052,-0.841745,37,0
1,-0.339149,-0.27067,-0.946812,37,1
2,-0.619927,-0.180882,-0.766793,37,2
3,-0.643304,-0.191974,-0.748215,37,3
4,-0.56601,-0.087143,-0.822824,37,4
5,-0.56202,0.049102,-0.851976,37,5
6,-0.676619,-0.189133,-0.725345,37,6
7,-0.767601,-0.202374,-0.658825,37,7
8,-0.600582,-0.026767,-0.810196,37,8
9,-0.655177,0.068578,-0.790255,37,9
10,-0.513241,-0.064786,-0.864243,37,10
11,-0.451938,-0.038813,-0.91236,37,11
12,-0.483171,-0.247895,-0.849971,37,12
13,-0.443735,-0.333929,-0.861056,37,13
14,-0.582638,0.036924,-0.835127,37,14
15,-0.570405,0.080343,-0.852123,37,15
16,-0.48408,-0.317192,-0.835931,37,16
17,-0.485017,-0.388611,-0.821461,37,17
18,-0.479545,-0.125805,-0.87613,37,18
19,-0.47922,-0.126393,-0.876245,37,19
20,-0.42625,-0.240906,-0.891337,37,20
21,-0.355674,-0.23224,-0.942627,37,21
22,-0.533307,-0.347769,-0.795413,37,22
23,-0.595594,-0.386458,-0.744144,37,23
24,-0.702561,-0.247878,-0.695747,37,24
25,-0.710178,-0.265126,-0.687057,37,25
26,-0.422262,-0.121065,-0.917316,37,26
27,-0.402834,-0.119457,-0.931285,37,27
28,-0.623201,-0.092487,-0.781586,37,28
29,-0.631012,-0.093217,-0.775954,37,29
30,-0.675815,-0.055925,-0.751669,37,30
31,-0.754306,-0.001382,-0.70704,37,31
32,-0.403084,-0.307628,-0.89472,37,32
33,-0.402533,-0.309216,-0.8948,37,33
34,-0.733233,-0.037087,-0.714949,37,34
35,-0.783695,-0.02053,-0.682677,37,35
36,-0.606975,-0.250263,-0.762481,37,36
37,-0.605098,-0.260318,-0.761856,37,37
38,-0.525592,0.04318,-0.876439,37,38
39,-0.515212,0.044318,-0.883956,37,39
40,-0.585384,-0.371931,-0.754131,37,40
41,-0.597981,-0.377776,-0.744145,37,41
42,-0.791374,-0.032459,-0.674972,37,42
43,-0.803846,-0.031466,-0.666396,37,43
44,-0.513422,0.109474,-0.897815,37,44
45,-0.509019,0.133457,-0.905548,37,45
46,-0.539863,-0.421149,-0.776613,37,46
47,-0.536988,-0.424258,-0.778033,37,47
48,-0.698121,0.013677,-0.749449,37,48
49,-0.695922,0.016855,-0.751609,37,49
50,-0.346331,-0.299708,-0.936148,37,50
51,-0.344771,-0.29949,-0.937286,37,51
52,-0.635034,-0.401639,-0.713483,37,52
53,-0.642008,-0.405812,-0.707773,37,53
54,-0.752023,-0.204818,-0.669303,37,54
55,-0.777181,-0.182917,-0.655853,37,55
0,-0.066605,0.93327,-0.359959,12,0
1,-0.166835,0.965909,-0.282488,12,1
2,0.054395,0.907102,-0.423329,12,2
3,0.232115,0.884427,-0.480493,12,3
4,-0.097717,0.958434,-0.301659,12,4
5,-0.147809,0.998948,-0.207792,12,5
6,0.098775,0.885486,-0.473956,12,6
7,0.205603,0.833452,-0.595825,12,7
8,-0.163171,0.968435,-0.276845,12,8
9,-0.218761,0.97693,-0.25577,12,9
10,0.064819,0.935326,-0.359339,12,10
11,0.075321,0.963761,-0.294872,12,11
12,0.108241,0.958247,-0.308455,12,12
13,0.122212,0.965621,-0.292084,12,13
14,0.133256,0.86107,-0.530657,12,14
15,0.153814,0.846514,-0.564461,12,15
16,-0.04695,0.890436,-0.458169,12,16
17,-0.08853,0.860093,-0.526023,12,17
18,-0.193277,0.942381,-0.335281,12,18
19,-0.237022,0.904525,-0.420189,12,19
20,-0.257894,0.953181,-0.308673,12,20
21,-0.275486,0.956122,-0.301429,12,21
22,0.118671,0.986471,-0.244465,12,22
23,0.131128,1.020185,-0.16803,12,23
24,0.187181,0.880063,-0.489047,12,24
25,0.243066,0.899746,-0.445926,12,25
26,-0.03144,0.862889,-0.52142,12,26
27,-0.018352,0.839644,-0.57479,12,27
28,0.119401,0.833047,-0.594082,12,28
29,0.115376,0.824908,-0.612503,12,29
30,-0.196045,0.913955,-0.399967,12,30
31,-0.198245,0.891367,-0.451368,12,31
32,-0.091343,0.847111,-0.555518,12,32
33,-0.228216,0.81106,-0.63343,12,33
34,0.171716,0.946451,-0.337297,12,34
35,0.208224,0.939666,-0.353886,12,35
36,0.049047,0.829416,-0.600181,12,36
37,0.025513,0.828201,-0.602221,12,37
38,-0.066161,0.984222,-0.243874,12,38
39,-0.034996,1.00969,-0.186805,12,39
40,-0.011049,1.00265,-0.203586,12,40
41,0.022014,1.013706,-0.179417,12,41
42,-0.04727,0.825392,-0.60637,12,42
43,-0.036873,0.820269,-0.618365,12,43
44,-0.15879,0.837817,-0.574608,12,44
45,-0.234983,0.827319,-0.596174,12,45
46,0.161531,0.906251,-0.42858,12,46
47,0.160205,0.907606,-0.425453,12,47
48,0.051066,0.86397,-0.521506,12,48
49,0.050853,0.863874,-0.521718,12,49
50,-0.202877,0.991496,-0.223071,12,50
51,-0.220333,1.001634,-0.199429,12,51
52,0.189929,0.835856,-0.589862,12,52
53,0.206574,0.836519,-0.588866,12,53
54,-0.019281,0.954921,-0.312088,12,54
55,-0.01559,0.95661,-0.308355,12,55
56,0.134257,1.014365,-0.181386,12,56
57,0.138721,1.022353,-0.163323,12,57
58,-0.197879,0.813694,-0.628368,12,58
59,-0.218629,0.800888,-0.656905,12,59
60,0.201174,0.972618,-0.278582,12,60
61,0.203562,0.97474,-0.273821,12,61
0,-0.712454,-0.217122,-0.67102,8,0
1,-0.824537,-0.278137,-0.550752,8,1
2,-0.685813,-0.282215,-0.678309,8,2
3,-0.62545,-0.429702,-0.694825,8,3
4,-0.763951,-0.19088,-0.630284,8,4
5,-0.858276,-0.142812,-0.555671,8,5
6,-0.651333,-0.341834,-0.694332,8,6
7,-0.610952,-0.411658,-0.713098,8,7
8,-0.697102,-0.365033,-0.64568,8,8
9,-0.749702,-0.391695,-0.589767,8,9
10,-0.670479,-0.430136,-0.652951,8,10
11,-0.666731,-0.439299,-0.653974,8,11
12,-0.687182,-0.124674,-0.719192,8,12
13,-0.728718,0.016755,-0.718515,8,13
14,-0.803732,-0.136903,-0.607835,8,14
15,-0.854916,-0.067453,-0.578951,8,15
16,-0.65051,-0.084137,-0.764047,8,16
17,-0.604069,-0.032802,-0.82085,8,17
18,-0.690658,-0.03063,-0.741131,8,18
19,-0.739225,0.034097,-0.713411,8,19
20,-0.597854,-0.094917,-0.809994,8,20
21,-0.581171,-0.098332,-0.824552,8,21
22,-0.743293,-0.020861,-0.694934,8,22
23,-0.763071,-0.017191,-0.677574,8,23
24,-0.583674,-0.163985,-0.804664,8,24
25,-0.58173,-0.173457,-0.803933,8,25
26,-0.847347,-0.165092,-0.559845,8,26
27,-0.858777,-0.17248,-0.547269,8,27
28,-0.531077,-0.179689,-0.849239,8,28
29,-0.488095,-0.192521,-0.885666,8,29
30,-0.757613,-0.260159,-0.617626,8,30
31,-0.756288,-0.274642,-0.614979,8,31
32,-0.749179,-0.342776,-0.603341,8,32
33,-0.749295,-0.342726,-0.603247,8,33
34,-0.617814,-0.441612,-0.69872,8,34
35,-0.603303,-0.444775,-0.711331,8,35
36,-0.684129,0.035639,-0.764918,8,36
37,-0.677357,0.104368,-0.789588,8,37
38,-0.689805,0.104863,-0.778176,8,38
39,-0.692763,0.140939,-0.785086,8,39
40,-0.613721,-0.302729,-0.739676,8,40
41,-0.603165,-0.291754,-0.752402,8,41
42,-0.899988,-0.155072,-0.513709,8,42
43,-0.910631,-0.153046,-0.504381,8,43
44,-0.808227,-0.067803,-0.622156,8,44
45,-0.809266,-0.051825,-0.625467,8,45
46,-0.503113,-0.244048,-0.857952,8,46
47,-0.488184,-0.278408,-0.862603,8,47
48,-0.595549,-0.027208,-0.830249,8,48
49,-0.595377,-0.022162,-0.831758,8,49
50,-0.566982,-0.345038,-0.7717,8,50
51,-0.529679,-0.378805,-0.797258,8,51
52,-0.553975,-0.249999,-0.809191,8,52
53,-0.565732,-0.251374,-0.79792,8,53
54,-0.757209,-0.115658,-0.656664,8,54
55,-0.750259,-0.112484,-0.663958,8,55
56,-0.509922,-0.122032,-0.884284,8,56
57,-0.508346,-0.117736,-0.886896,8,57
0,-0.034335,0.723516,0.69307,24,0
1,0.042514,0.745462,0.682195,24,1
2,-0.029826,0.77368,0.643439,24,2
3,-0.028068,0.793238,0.624089,24,3
4,-0.084343,0.657137,0.752368,24,4
5,-0.03077,0.511692,0.905914,24,5
6,-0.087717,0.79786,0.610821,24,6
7,-0.133798,0.817108,0.584857,24,7
8,-0.050031,0.842757,0.571273,24,8
9,-0.046806,0.846598,0.567889,24,9
10,-0.171947,0.696489,0.70024,24,10
11,-0.421315,0.668847,0.691851,24,11
12,-0.033514,0.626293,0.790643,24,12
13,0.040038,0.58166,0.846029,24,13
14,-0.24224,0.693304,0.693258,24,14
15,-0.295315,0.690899,0.687986,24,15
16,-0.139149,0.621863,0.779792,24,16
17,-0.221906,0.568599,0.821203,24,17
18,0.029576,0.652947,0.773058,24,18
19,0.076211,0.672649,0.76006,24,19
20,0.098843,0.666664,0.769335,24,20
21,0.192987,0.685309,0.764275,24,21
22,0.040213,0.783393,0.643841,24,22
23,0.128977,0.795703,0.644351,24,23
24,0.019673,0.854527,0.569565,24,24
25,0.040354,0.858019,0.569058,24,25
26,-0.139228,0.571917,0.829846,24,26
27,-0.139359,0.489947,0.911992,24,27
28,-0.153967,0.809853,0.58921,24,28
29,-0.210103,0.820015,0.570897,24,29
30,0.110308,0.784263,0.653116,24,30
31,0.117219,0.784348,0.654031,24,31
32,-0.300779,0.661375,0.716789,24,32
33,-0.35767,0.630346,0.739657,24,33
34,-0.347542,0.620682,0.750809,24,34
35,-0.35179,0.616986,0.7539,24,35
36,-0.216444,0.64871,0.741693,24,36
37,-0.214555,0.645445,0.745238,24,37
38,-0.09548,0.877584,0.529784,24,38
39,-0.099002,0.880283,0.526569,24,39
40,0.019571,0.597367,0.827322,24,40
41,0.024441,0.594714,0.830687,24,41
42,-0.208674,0.574848,0.816854,24,42
43,-0.222513,0.575433,0.814265,24,43
44,0.047988,0.734321,0.694156,24,44
45,0.048601,0.730454,0.69812,24,45
46,-0.279161,0.733141,0.647982,24,46
47,-0.281929,0.736127,0.644588,24,47
48,-0.218979,0.824221,0.565397,24,48
49,-0.245253,0.830027,0.555773,24,49
50,-0.193177,0.527257,0.866803,24,50
51,-0.188246,0.512113,0.882696,24,51
52,-0.349392,0.725233,0.645742,24,52
53,-0.375741,0.722267,0.644901,24,53
54,-0.145195,0.49421,0.906874,24,54
55,-0.106229,0.467373,0.939415,24,55
0,-0.712264,-0.008416,-0.705414,19,0
1,-0.702581,0.012931,-0.718119,19,1
2,-0.740733,-0.134999,-0.661884,19,2
3,-0.742308,-0.174503,-0.656329,19,3
4,-0.785306,-0.051437,-0.621006,19,4
5,-0.910317,-0.015555,-0.487144,19,5
6,-0.743085,0.048563,-0.677071,19,6
7,-0.773023,0.103908,-0.64954,19,7
8,-0.819553,-0.096842,-0.578987,19,8
9,-0.889584,-0.189689,-0.493063,19,9
10,-0.836324,-0.160966,-0.554354,19,10
11,-0.836856,-0.163,-0.553573,19,11
12,-0.665578,-0.027907,-0.754816,19,12
13,-0.611226,-0.050597,-0.81233,19,13
14,-0.883,-0.170693,-0.502135,19,14
15,-0.889437,-0.172034,-0.494934,19,15
16,-0.707128,0.091046,-0.720686,19,16
17,-0.692644,0.108159,-0.738255,19,17
18,-0.806699,0.01373,-0.603813,19,18
19,-0.810558,0.025484,-0.600712,19,19
20,-0.854401,0.020676,-0.552081,19,20
21,-0.90918,0.028653,-0.492674,19,21
22,-0.882118,-0.033696,-0.516367,19,22
23,-0.886212,-0.041727,-0.511093,19,23
24,-0.76552,-0.192529,-0.629083,19,24
25,-0.765769,-0.193106,-0.628754,19,25
26,-0.733163,-0.247669,-0.659292,19,26
27,-0.684265,-0.330994,-0.704944,19,27
